"GeneID1"	"GeneID2"	"UniprotA"	"UniprotB"	"Symbol1"	"Symbol2"	"pW"	"pNI"	"pInt"
"23212"	"23451"	"Q15050"	"O75533"	"RRS1"	"SF3B1"	2.16850385595844e-16	0.19547382883471	0.80452617116529
"23212"	"10262"	"Q15050"	"Q15427"	"RRS1"	"SF3B4"	1.7045616729679e-10	0.159747713209154	0.84025228662039
"11157"	"9129"	"P62312"	"O43395"	"LSM6"	"PRPF3"	9.4342266691101e-26	0.00022823593157983	0.99977176406842
"11157"	"26121"	"P62312"	"Q8WWY3"	"LSM6"	"PRPF31"	1.0145645834667e-27	0.19927843919403	0.80072156080597
"4900"	"55223"	"Q92686"	"Q9BVG3"	"NRGN"	"TRIM62"	4.27554790972237e-10	9.1152487987399e-9	0.999999990457196
"6637"	"6629"	"A8MWD9"	"P08579"	"SNRPG"	"SNRPB2"	5.9173703317024e-27	0.00058695377079544	0.99941304622921
"6637"	"6629"	"A8MWD9"	"P08579"	"SNRPG"	"SNRPB2"	5.9173703317024e-27	0.00058695377079544	0.99941304622921
"6637"	"10081"	"A8MWD9"	"Q8N8D1"	"SNRPG"	"PDCD7"	5.17966122752028e-8	0.0000128768679728686	0.999987071335415
"6637"	"9129"	"A8MWD9"	"O43395"	"SNRPG"	"PRPF3"	9.1231590743271e-26	0.0004983244096659	0.99950167559033
"6637"	"23451"	"A8MWD9"	"O75533"	"SNRPG"	"SF3B1"	4.17509713062699e-15	0.0227811451497045	0.977218854850291
"6637"	"114034"	"A8MWD9"	"Q96GM8"	"SNRPG"	"TOE1"	5.71885851381772e-8	0.0000368590721282948	0.999963083739287
"6637"	"23020"	"A8MWD9"	"O75643"	"SNRPG"	"SNRNP200"	1.38346450070249e-14	0.0221368067344939	0.977863193265492
"6637"	"10594"	"A8MWD9"	"Q6P2Q9"	"SNRPG"	"PRPF8"	4.51969921630384e-15	0.0236623444283908	0.976337655571605
"6637"	"10992"	"A8MWD9"	"Q13435"	"SNRPG"	"SF3B2"	1.32276817701492e-15	0.00600884253273513	0.993991157467264
"6637"	"143884"	"A8MWD9"	"Q2TBE0-2"	"SNRPG"	"CWF19L2"	1.25722102710117e-12	0.00030870121547251	0.99969129878327
"6637"	"60625"	"A8MWD9"	"Q9H5Z1"	"SNRPG"	"DHX35"	5.63636640422356e-12	0.0000606444525762207	0.999939355541787
"6637"	"9416"	"A8MWD9"	"Q9BUQ8"	"SNRPG"	"DDX23"	9.2088089511336e-24	0.005506678020029	0.99449332197997
"6637"	"26121"	"A8MWD9"	"Q8WWY3"	"SNRPG"	"PRPF31"	1.1237263986923e-27	0.13068826987364	0.86931173012636
"6637"	"56949"	"A8MWD9"	"Q9HCS7"	"SNRPG"	"XAB2"	3.58444701540118e-12	0.000983445261910288	0.999016554734505
"6637"	"84292"	"A8MWD9"	"Q9BRX9"	"SNRPG"	"WDR83"	0.0000899721736211129	0.000844934115551138	0.999065093710828
"6637"	"55280"	"A8MWD9"	"Q69YN2"	"SNRPG"	"CWF19L1"	3.32137460882449e-6	0.087411490377637	0.912585188247754
"6637"	"9092"	"A8MWD9"	"O43290"	"SNRPG"	"SART1"	4.9209598204189e-21	0.10323910371739	0.89676089628261
"6637"	"22938"	"A8MWD9"	"Q13573"	"SNRPG"	"SNW1"	9.86881682664196e-12	0.218974426492366	0.781025573497766
"6637"	"154007"	"A8MWD9"	"Q6IEG0"	"SNRPG"	"SNRNP48"	1.48430996882693e-7	5.46319622743344e-7	0.999999305249381
"6637"	"55599"	"A8MWD9"	"Q96LT9"	"SNRPG"	"RNPC3"	7.95503688893949e-12	6.25601238506e-7	0.999999374390806
"6637"	"151903"	"A8MWD9"	"Q8WUD4"	"SNRPG"	"CCDC12"	2.83941261295865e-11	0.0135270014129798	0.986472998558626
"6637"	"10450"	"A8MWD9"	"Q9UNP9-2"	"SNRPG"	"PPIE"	1.76873313803774e-8	0.0625079461328414	0.937492036179827
"6637"	"51362"	"A8MWD9"	"O60508"	"SNRPG"	"CDC40"	4.4041060720985e-6	0.106362099089957	0.893633496803971
"6637"	"9716"	"A8MWD9"	"O60306"	"SNRPG"	"AQR"	4.27499445550452e-12	0.0102370489129904	0.989762951082734
"6637"	"6627"	"A8MWD9"	"P09661"	"SNRPG"	"SNRPA1"	1.7159742117326e-25	0.001035171670975	0.99896482832902
"6637"	"25929"	"A8MWD9"	"Q8TEQ6"	"SNRPG"	"GEMIN5"	3.92924803617641e-12	0.00177073265213524	0.998229267343935
"6637"	"25949"	"A8MWD9"	"O95926"	"SNRPG"	"SYF2"	1.8264601420803e-20	0.0036545430627116	0.99634545693729
"6637"	"51639"	"A8MWD9"	"Q9Y3B4"	"SNRPG"	"SF3B14"	3.79678800045853e-11	0.0572333052043034	0.942766694757729
"6637"	"79706"	"A8MWD9"	"Q9H875"	"SNRPG"	"PRKRIP1"	0.0000616339223667785	3.14903006166659e-7	0.999938051174627
"6637"	"10262"	"A8MWD9"	"Q15427"	"SNRPG"	"SF3B4"	1.57837612678708e-9	0.0230620067908654	0.976937991630758
"6637"	"6628"	"A8MWD9"	"P14678-2"	"SNRPG"	"SNRPB"	1.8646149753814e-27	0.00028483572449035	0.99971516427551
"6637"	"10078"	"A8MWD9"	"Q9Y5U2-2"	"SNRPG"	"TSSC4"	2.2169521153014e-18	0.0071403286958871	0.99285967130411
"6637"	"96764"	"A8MWD9"	"Q96RS0"	"SNRPG"	"TGS1"	0.00734938252509927	0.0069410195918242	0.985709597883076
"23658"	"9129"	"Q9Y4Y9-2"	"O43395"	"LSM5"	"PRPF3"	3.82027358924522e-15	0.0013216831102146	0.998678316889782
"6168"	"9092"	"P61513"	"O43290"	"RPL37A"	"SART1"	6.6146484373325e-19	0.22166799948456	0.77833200051544
"6277"	"25929"	"P06703"	"Q8TEQ6"	"S100A6"	"GEMIN5"	4.68131287321608e-13	0.00163212840226236	0.99836787159727
"6635"	"9129"	"P62304"	"O43395"	"SNRPE"	"PRPF3"	1.1953368510849e-29	0.00056695196696872	0.99943304803303
"6635"	"23451"	"P62304"	"O75533"	"SNRPE"	"SF3B1"	1.90984156443691e-14	0.00369595191048835	0.996304048089493
"6635"	"114034"	"P62304"	"Q96GM8"	"SNRPE"	"TOE1"	9.24922414695037e-9	0.000767343816429925	0.999232646934346
"6635"	"25929"	"P62304"	"Q8TEQ6"	"SNRPE"	"GEMIN5"	4.40682056847954e-10	0.00215038870702082	0.997849610852297
"6635"	"23020"	"P62304"	"O75643"	"SNRPE"	"SNRNP200"	4.7868297577485e-17	0.0283064142700037	0.971693585729996
"6635"	"10594"	"P62304"	"Q6P2Q9"	"SNRPE"	"PRPF8"	5.425470462835e-15	0.0188891340692041	0.98111086593079
"6635"	"10992"	"P62304"	"Q13435"	"SNRPE"	"SF3B2"	2.49882391948385e-16	0.000358660333313322	0.999641339666686
"6635"	"143884"	"P62304"	"Q2TBE0-2"	"SNRPE"	"CWF19L2"	1.97070383872036e-12	7.66112121429036e-6	0.999992338876815
"6635"	"56949"	"P62304"	"Q9HCS7"	"SNRPE"	"XAB2"	1.13124195198533e-11	0.000199841600605689	0.999800158388082
"6635"	"9879"	"P62304"	"Q7L014"	"SNRPE"	"DDX46"	2.28106713302597e-17	0.123565385484092	0.876434614515907
"6635"	"60625"	"P62304"	"Q9H5Z1"	"SNRPE"	"DHX35"	2.05267325889743e-10	0.0000601647569079611	0.999939835037825
"6635"	"91603"	"P62304"	"Q96NB3"	"SNRPE"	"ZNF830"	7.16495395516958e-7	0.000191156636051943	0.999808126868553
"6635"	"55280"	"P62304"	"Q69YN2"	"SNRPE"	"CWF19L1"	2.4069279189563e-9	0.000622884104502505	0.99937711348857
"6635"	"988"	"P62304"	"Q99459"	"SNRPE"	"CDC5L"	2.46708809766221e-16	0.0423136132090371	0.957686386790963
"6635"	"9416"	"P62304"	"Q9BUQ8"	"SNRPE"	"DDX23"	1.9691007865647e-32	0.0049700266432049	0.99502997335679
"6635"	"26121"	"P62304"	"Q8WWY3"	"SNRPE"	"PRPF31"	2.7976530035646e-29	0.17922442811143	0.82077557188857
"6635"	"54960"	"P62304"	"Q9NWZ8"	"SNRPE"	"GEMIN8"	1.391053932201e-17	0.00099395828613553	0.99900604171387
"6635"	"9716"	"P62304"	"O60306"	"SNRPE"	"AQR"	7.50364051590817e-13	0.000221455674840905	0.999778544324409
"6635"	"6629"	"P62304"	"P08579"	"SNRPE"	"SNRPB2"	5.0774807879827e-28	0.0021539759551865	0.99784602404481
"6635"	"6629"	"P62304"	"P08579"	"SNRPE"	"SNRPB2"	5.0774807879827e-28	0.0021539759551865	0.99784602404481
"6635"	"84292"	"P62304"	"Q9BRX9"	"SNRPE"	"WDR83"	0.0000480916402557431	0.00143390232598807	0.998518006033756
"6635"	"96764"	"P62304"	"Q96RS0"	"SNRPE"	"TGS1"	1.80480158647446e-7	0.00154326282176729	0.998456556698074
"6635"	"9092"	"P62304"	"O43290"	"SNRPE"	"SART1"	2.7493741857984e-25	0.16107183479582	0.83892816520418
"6635"	"22938"	"P62304"	"Q13573"	"SNRPE"	"SNW1"	1.0471096874665e-26	0.036963647622387	0.96303635237761
"6635"	"51362"	"P62304"	"O60508"	"SNRPE"	"CDC40"	1.31690305446071e-10	0.000133401070982561	0.999866598797327
"6635"	"154007"	"P62304"	"Q6IEG0"	"SNRPE"	"SNRNP48"	4.58152332284605e-10	0.0000182806267922328	0.999981718915055
"6635"	"151903"	"P62304"	"Q8WUD4"	"SNRPE"	"CCDC12"	3.3635294576929e-22	0.0040813914937529	0.99591860850625
"6635"	"23350"	"P62304"	"O15042-2"	"SNRPE"	"U2SURP"	9.8129314742255e-26	0.0041662037780231	0.99583379622198
"6635"	"55599"	"P62304"	"Q96LT9"	"SNRPE"	"RNPC3"	1.55387849202121e-9	0.0000293992958845436	0.999970599150237
"6635"	"6627"	"P62304"	"P09661"	"SNRPE"	"SNRPA1"	4.3887670559094e-22	0.0037029564306628	0.99629704356934
"6635"	"25949"	"P62304"	"O95926"	"SNRPE"	"SYF2"	5.7454232544571e-23	0.0049188157500469	0.99508118424995
"6635"	"10450"	"P62304"	"Q9UNP9-2"	"SNRPE"	"PPIE"	5.8175932862579e-20	0.00293785515733	0.99706214484267
"6635"	"51639"	"P62304"	"Q9Y3B4"	"SNRPE"	"SF3B14"	4.23164891408621e-10	0.157755352795742	0.842244646781093
"6635"	"79706"	"P62304"	"Q9H875"	"SNRPE"	"PRKRIP1"	0.109126918189948	0.000300549443532029	0.89057253236652
"6635"	"10262"	"P62304"	"Q15427"	"SNRPE"	"SF3B4"	1.44187050365783e-9	0.0307040558863011	0.969295942671829
"6635"	"6628"	"P62304"	"P14678-2"	"SNRPE"	"SNRPB"	2.1389977669972e-23	0.0014563199190812	0.99854368008092
"6635"	"55696"	"P62304"	"Q9NW64-2"	"SNRPE"	"RBM22"	2.82975210601872e-8	0.0362300074318621	0.963769964270617
"6635"	"10078"	"P62304"	"Q9Y5U2-2"	"SNRPE"	"TSSC4"	4.6969485059285e-25	0.0093652275533899	0.99063477244661
"6635"	"10081"	"P62304"	"Q8N8D1"	"SNRPE"	"PDCD7"	2.9266498350565e-6	0.0000384974434833055	0.999958575906682
"6636"	"10081"	"P62306"	"Q8N8D1"	"SNRPF"	"PDCD7"	1.56010626187446e-10	8.31379484125089e-6	0.999991686049148
"6636"	"9129"	"P62306"	"O43395"	"SNRPF"	"PRPF3"	8.9327497463696e-24	0.00041592655960734	0.99958407344039
"6636"	"114034"	"P62306"	"Q96GM8"	"SNRPF"	"TOE1"	4.86738002297401e-9	0.000383949447825904	0.999616045684794
"6636"	"23020"	"P62306"	"O75643"	"SNRPF"	"SNRNP200"	2.50536461607135e-14	0.0298743216869196	0.970125678313055
"6636"	"10594"	"P62306"	"Q6P2Q9"	"SNRPF"	"PRPF8"	4.4563828129632e-14	0.0339336889332717	0.966066311066684
"6636"	"143884"	"P62306"	"Q2TBE0-2"	"SNRPF"	"CWF19L2"	7.58487577544612e-9	0.00633719210801072	0.993662800307114
"6636"	"56949"	"P62306"	"Q9HCS7"	"SNRPF"	"XAB2"	3.32823336930389e-9	0.00244492995578118	0.997555066715985
"6636"	"60625"	"P62306"	"Q9H5Z1"	"SNRPF"	"DHX35"	2.41335545358482e-9	0.000435829337110125	0.999564168249535
"6636"	"9416"	"P62306"	"Q9BUQ8"	"SNRPF"	"DDX23"	1.427000304359e-22	0.0097114439785651	0.99028855602144
"6636"	"26121"	"P62306"	"Q8WWY3"	"SNRPF"	"PRPF31"	1.84733934441374e-14	0.136227565365795	0.863772434634186
"6636"	"54960"	"P62306"	"Q9NWZ8"	"SNRPF"	"GEMIN8"	2.9237701702659e-18	0.00090709206647422	0.99909290793353
"6636"	"9716"	"P62306"	"O60306"	"SNRPF"	"AQR"	2.5681197210417e-14	0.00231777065671186	0.997682229343262
"6636"	"6629"	"P62306"	"P08579"	"SNRPF"	"SNRPB2"	2.091572068347e-24	0.00039409245743607	0.99960590754256
"6636"	"6629"	"P62306"	"P08579"	"SNRPF"	"SNRPB2"	2.091572068347e-24	0.00039409245743607	0.99960590754256
"6636"	"84292"	"P62306"	"Q9BRX9"	"SNRPF"	"WDR83"	2.4531618081458e-13	0.0014816314887096	0.99851836851105
"6636"	"25929"	"P62306"	"Q8TEQ6"	"SNRPF"	"GEMIN5"	4.79140971999777e-14	0.0109403095857743	0.989059690414178
"6636"	"10262"	"P62306"	"Q15427"	"SNRPF"	"SF3B4"	8.54433225063704e-11	0.212225051711839	0.787774948202718
"6636"	"154007"	"P62306"	"Q6IEG0"	"SNRPF"	"SNRNP48"	3.03755972579658e-9	9.77238220472329e-6	0.999990224580236
"6636"	"51362"	"P62306"	"O60508"	"SNRPF"	"CDC40"	4.09983575575043e-12	0.000955087922408975	0.999044912073491
"6636"	"55599"	"P62306"	"Q96LT9"	"SNRPF"	"RNPC3"	4.81110662319078e-12	0.0000245856858865955	0.999975414309302
"6636"	"6627"	"P62306"	"P09661"	"SNRPF"	"SNRPA1"	1.5111771906602e-23	0.0011597843035068	0.99884021569649
"6636"	"96764"	"P62306"	"Q96RS0"	"SNRPF"	"TGS1"	4.08586030864522e-11	0.0000861877810254292	0.999913812178116
"6636"	"10450"	"P62306"	"Q9UNP9-2"	"SNRPF"	"PPIE"	1.2616774036583e-8	0.132839305279905	0.867160682103321
"6636"	"6628"	"P62306"	"P14678-2"	"SNRPF"	"SNRPB"	2.1652831080117e-20	0.0015276741662439	0.99847232583376
"6636"	"10078"	"P62306"	"Q9Y5U2-2"	"SNRPF"	"TSSC4"	1.6014180720066e-21	0.0066104323490783	0.99338956765092
"6636"	"55696"	"P62306"	"Q9NW64-2"	"SNRPF"	"RBM22"	6.71216787610008e-6	0.0825954690168945	0.917397818815229
"6367"	"54878"	"O00626"	"Q6V1X1-3"	"CCL22"	"DPP8"	3.88327544629043e-12	0.00358814037807839	0.996411859618038
"1678"	"124222"	"O60220"	"Q8N4S7-2"	"TIMM8A"	"PAQR4"	0.000032553702552735	1.50963905205188e-7	0.999967295333542
"389541"	"57600"	"Q0VGL1"	"Q9P278-2"	"LAMTOR4"	"FNIP2"	0.00278785060794038	1.90608417918487e-6	0.99721024330788
"389541"	"58528"	"Q0VGL1"	"Q9NQL2"	"LAMTOR4"	"RRAGD"	2.51310122306145e-11	4.07062769678489e-7	0.999999592912099
"389541"	"64121"	"Q0VGL1"	"Q9HB90"	"LAMTOR4"	"RRAGC"	8.35319442205458e-12	0.0000339440650833484	0.999966055926564
"389541"	"64121"	"Q0VGL1"	"Q9HB90"	"LAMTOR4"	"RRAGC"	8.35319442205458e-12	0.0000339440650833484	0.999966055926564
"389541"	"28956"	"Q0VGL1"	"Q9Y2Q5-2"	"LAMTOR4"	"LAMTOR2"	1.2872861284672e-21	3.9547909603939e-6	0.99999604520904
"389541"	"28956"	"Q0VGL1"	"Q9Y2Q5-2"	"LAMTOR4"	"LAMTOR2"	1.2872861284672e-21	3.9547909603939e-6	0.99999604520904
"389541"	"57521"	"Q0VGL1"	"Q8N122"	"LAMTOR4"	"RPTOR"	1.16977540719251e-9	0.0438799079438748	0.95612009088635
"389541"	"55004"	"Q0VGL1"	"Q6IAA8"	"LAMTOR4"	"LAMTOR1"	6.2161926966062e-27	0.00014720512942547	0.99985279487057
"389541"	"55004"	"Q0VGL1"	"Q6IAA8"	"LAMTOR4"	"LAMTOR1"	6.2161926966062e-27	0.00014720512942547	0.99985279487057
"389541"	"282991"	"Q0VGL1"	"Q6QNY1"	"LAMTOR4"	"BLOC1S2"	0.0387273400701939	0.0220954024974532	0.939177257432353
"389541"	"282991"	"Q0VGL1"	"Q6QNY1"	"LAMTOR4"	"BLOC1S2"	0.0387273400701939	0.0220954024974532	0.939177257432353
"389541"	"2647"	"Q0VGL1"	"P78537"	"LAMTOR4"	"BLOC1S1"	9.0327552893043e-10	0.0045028069389245	0.9954971921578
"389541"	"2647"	"Q0VGL1"	"P78537"	"LAMTOR4"	"BLOC1S1"	9.0327552893043e-10	0.0045028069389245	0.9954971921578
"389541"	"8649"	"Q0VGL1"	"Q9UHA4"	"LAMTOR4"	"LAMTOR3"	7.8274087302119e-20	0.00081485521118745	0.99918514478881
"389541"	"118426"	"Q0VGL1"	"Q969J3"	"LAMTOR4"	"LOH12CR1"	1.10468759152098e-12	0.000353419610834056	0.999646580388061
"389541"	"10542"	"Q0VGL1"	"O43504"	"LAMTOR4"	"HBXIP"	2.0034706185398e-22	6.28046825348e-6	0.99999371953175
"389541"	"10325"	"Q0VGL1"	"Q5VZM2-2"	"LAMTOR4"	"RRAGB"	1.869314109594e-18	0.00034725997938676	0.99965274002061
"389541"	"10325"	"Q0VGL1"	"Q5VZM2-2"	"LAMTOR4"	"RRAGB"	1.869314109594e-18	0.00034725997938676	0.99965274002061
"389541"	"153129"	"Q0VGL1"	"Q8NBW4-2"	"LAMTOR4"	"SLC38A9"	4.08561043307124e-6	0.000434047014929457	0.999561867374637
"389541"	"153129"	"Q0VGL1"	"Q8NBW4-2"	"LAMTOR4"	"SLC38A9"	4.08561043307124e-6	0.000434047014929457	0.999561867374637
"389541"	"119032"	"Q0VGL1"	"Q96B45"	"LAMTOR4"	"C10orf32"	2.9297991272723e-21	0.00078794970759887	0.9992120502924
"389541"	"79036"	"Q0VGL1"	"Q9BQD3"	"LAMTOR4"	"C19orf50"	8.2055137068515e-11	0.0173928578197758	0.982607142098169
"389541"	"54785"	"Q0VGL1"	"Q96GS4"	"LAMTOR4"	"C17orf59"	1.846303055254e-19	1.9105081250015e-7	0.99999980894919
"389541"	"23557"	"Q0VGL1"	"O95295"	"LAMTOR4"	"SNAPIN"	5.14680332562733e-12	0.0181262344227351	0.981873765572118
"389541"	"201163"	"Q0VGL1"	"Q8NFG4"	"LAMTOR4"	"FLCN"	0.000765315426254617	0.00978261905600908	0.989452065517736
"6273"	"60625"	"P29034"	"Q9H5Z1"	"S100A2"	"DHX35"	0.000167353670217704	0.0514097895168845	0.948422856812898
"6273"	"160857"	"P29034"	"Q5T0U0-2"	"S100A2"	"CCDC122"	1.82908137088746e-8	7.07727934087887e-6	0.999992904429845
"6273"	"151903"	"P29034"	"Q8WUD4"	"S100A2"	"CCDC12"	6.7835463614272e-12	0.00181055856854067	0.998189441424676
"6273"	"96764"	"P29034"	"Q96RS0"	"S100A2"	"TGS1"	1.45498550182827e-8	0.00133732411749007	0.998662661332655
"6273"	"55572"	"P29034"	"Q96CU9-3"	"S100A2"	"FOXRED1"	9.77499273070736e-14	0.0164852503573042	0.983514749642598
"6273"	"388552"	"P29034"	"Q6QNY0"	"S100A2"	"BLOC1S3"	2.42149402491854e-6	0.000855122884572302	0.999142455621403
"6286"	"143884"	"P25815"	"Q2TBE0-2"	"S100P"	"CWF19L2"	1.14652415786124e-6	0.0804933967529559	0.919505456722886
"6286"	"154007"	"P25815"	"Q6IEG0"	"S100P"	"SNRNP48"	0.00088756620093597	0.000463101362215793	0.998649332436848
"441525"	"84064"	"Q5MJ08"	"Q9H0R4"	"SPANXN4"	"HDHD2"	0.0000101861887069441	0.0869716630920279	0.913018150719265
"27258"	"9129"	"P62310"	"O43395"	"LSM3"	"PRPF3"	5.5300844698243e-19	0.00014214675156838	0.99985785324843
"27258"	"26121"	"P62310"	"Q8WWY3"	"LSM3"	"PRPF31"	2.321730472405e-25	0.040246354749653	0.95975364525035
"119032"	"55004"	"Q96B45"	"Q6IAA8"	"C10orf32"	"LAMTOR1"	8.3729358702184e-27	0.00014715768249759	0.9998528423175
"119032"	"282991"	"Q96B45"	"Q6QNY1"	"C10orf32"	"BLOC1S2"	7.60928789523459e-9	1.43091996809897e-7	0.999999849298715
"119032"	"2647"	"Q96B45"	"P78537"	"C10orf32"	"BLOC1S1"	2.7164863780987e-21	1.5499690324189e-14	0.99999999999999
"9547"	"56259"	"O95715"	"Q8WYA6"	"CXCL14"	"CTNNBL1"	0.0000227721504412817	0.00194709990457649	0.998030127944982
"84844"	"10081"	"Q7RTV0"	"Q8N8D1"	"PHF5A"	"PDCD7"	4.12774209272625e-12	7.07554855509911e-7	0.999999292441017
"84844"	"23451"	"Q7RTV0"	"O75533"	"PHF5A"	"SF3B1"	4.29755467006738e-14	0.000804300817390533	0.999195699182566
"84844"	"10992"	"Q7RTV0"	"Q13435"	"PHF5A"	"SF3B2"	6.45745717541e-16	0.0000886319015428346	0.999911368098457
"84844"	"55599"	"Q7RTV0"	"Q96LT9"	"PHF5A"	"RNPC3"	9.70526344181775e-9	1.32656674532275e-6	0.999998663727991
"84844"	"6629"	"Q7RTV0"	"P08579"	"PHF5A"	"SNRPB2"	3.3669975010063e-20	0.046102353043989	0.95389764695601
"84844"	"6629"	"Q7RTV0"	"P08579"	"PHF5A"	"SNRPB2"	3.3669975010063e-20	0.046102353043989	0.95389764695601
"84844"	"23548"	"Q7RTV0"	"Q6PID6"	"PHF5A"	"TTC33"	1.89527581229491e-8	2.93252615691486e-7	0.999999687794626
"84844"	"90324"	"Q7RTV0"	"Q96F63"	"PHF5A"	"CCDC97"	2.4252684977135e-19	0.000033116801420914	0.99996688319858
"84844"	"10262"	"Q7RTV0"	"Q15427"	"PHF5A"	"SF3B4"	4.38900521809005e-10	0.000963325727855313	0.999036673833244
"84844"	"154007"	"Q7RTV0"	"Q6IEG0"	"PHF5A"	"SNRNP48"	1.17359013718465e-8	1.54209286577029e-7	0.999999834054812
"84844"	"51639"	"Q7RTV0"	"Q9Y3B4"	"PHF5A"	"SF3B14"	5.36930083877253e-13	0.0120779877694022	0.987922012230061
"84844"	"23350"	"Q7RTV0"	"O15042-2"	"PHF5A"	"U2SURP"	6.05975811436967e-13	0.0299353194564776	0.970064680542917
"84844"	"6627"	"Q7RTV0"	"P09661"	"PHF5A"	"SNRPA1"	1.3440015713847e-20	0.097135838215534	0.90286416178447
"1081"	"55696"	"P01215"	"Q9NW64-2"	"CGA"	"RBM22"	3.68341100729362e-9	0.0293774661758747	0.970622530140714
"729991"	"55004"	"Q96FH0"	"Q6IAA8"	"LOC729991"	"LAMTOR1"	1.3345227160757e-24	0.000091260536571674	0.99990873946343
"729991"	"282991"	"Q96FH0"	"Q6QNY1"	"LOC729991"	"BLOC1S2"	3.33480024711222e-10	9.85365244744486e-8	0.999999901129996
"729991"	"2647"	"Q96FH0"	"P78537"	"LOC729991"	"BLOC1S1"	1.7956933098911e-18	4.2137897776826e-12	0.99999999999579
"2647"	"55004"	"P78537"	"Q6IAA8"	"BLOC1S1"	"LAMTOR1"	4.6028765777664e-21	0.0020700164302403	0.99792998356976
"2647"	"55004"	"P78537"	"Q6IAA8"	"BLOC1S1"	"LAMTOR1"	4.6028765777664e-21	0.0020700164302403	0.99792998356976
"2647"	"26258"	"P78537"	"Q9UL45"	"BLOC1S1"	"PLDN"	1.1155621958202e-15	2.0099394465504e-11	0.9999999999799
"2647"	"282991"	"P78537"	"Q6QNY1"	"BLOC1S1"	"BLOC1S2"	4.83564069008038e-7	4.98767016699423e-8	0.999999466559229
"2647"	"63915"	"P78537"	"Q8TDH9"	"BLOC1S1"	"MUTED"	2.3427348035145e-20	1.9088848228272e-14	0.99999999999998
"2647"	"118426"	"P78537"	"Q969J3"	"BLOC1S1"	"LOH12CR1"	3.95549648099717e-14	4.78474078430236e-7	0.999999521525882
"2647"	"55653"	"P78537"	"Q8TDM0-3"	"BLOC1S1"	"BCAS4"	2.8484581331678e-20	5.027073441432e-12	0.99999999999497
"2647"	"54785"	"P78537"	"Q96GS4"	"BLOC1S1"	"C17orf59"	6.7436354301175e-20	3.0578749461e-13	0.99999999999969
"2647"	"10542"	"P78537"	"O43504"	"BLOC1S1"	"HBXIP"	8.2873606311513e-18	0.010240584566391	0.98975941543361
"2647"	"55330"	"P78537"	"Q9NUP1"	"BLOC1S1"	"CNO"	6.8607659447858e-9	5.76153538092058e-9	0.999999987377699
"2647"	"84062"	"P78537"	"Q96EV8"	"BLOC1S1"	"DTNBP1"	1.0158352500614e-21	6.2870567563379e-13	0.99999999999937
"2647"	"79036"	"P78537"	"Q9BQD3"	"BLOC1S1"	"C19orf50"	5.5529619844867e-19	3.2338966038347e-11	0.99999999996766
"2647"	"23557"	"P78537"	"O95295"	"BLOC1S1"	"SNAPIN"	9.69156234513362e-13	3.75038854976545e-6	0.999996249610481
"2647"	"388552"	"P78537"	"Q6QNY0"	"BLOC1S1"	"BLOC1S3"	4.68753677078715e-11	8.36748008687027e-9	0.999999991585645
"8519"	"64121"	"P13164"	"Q9HB90"	"IFITM1"	"RRAGC"	3.21102604863779e-9	0.0820101090686209	0.917989887720353
"8519"	"153129"	"P13164"	"Q8NBW4-2"	"IFITM1"	"SLC38A9"	0.00591964397573662	0.00581234640988036	0.988268009614383
"6160"	"114034"	"P62899"	"Q96GM8"	"RPL31"	"TOE1"	3.40339634683853e-10	0.0951445467221313	0.904855452937529
"6229"	"56259"	"P62847-2"	"Q8WYA6"	"RPS24"	"CTNNBL1"	0.0325549507277096	0.101147983600079	0.866297065672212
"84298"	"114034"	"Q9BRT6"	"Q96GM8"	"LLPH"	"TOE1"	1.86210964504701e-9	0.143779124893802	0.856220873244089
"84908"	"124222"	"Q96C01"	"Q8N4S7-2"	"FAM136A"	"PAQR4"	0.00222588921292415	4.40142312038389e-7	0.997773670644764
"283459"	"55066"	"O43716"	"Q8NCN5"	"GATC"	"PDPR"	9.99519513236346e-15	0.135292339303758	0.864707660696232
"3014"	"10992"	"P16104"	"Q13435"	"H2AFX"	"SF3B2"	9.65046693018351e-17	0.233931638617352	0.766068361382648
"3014"	"9092"	"P16104"	"O43290"	"H2AFX"	"SART1"	1.127287682292e-12	0.010588178468393	0.98941182153048
"332"	"389541"	"O15392"	"Q0VGL1"	"BIRC5"	"LAMTOR4"	3.12325300173604e-12	0.0047325889829329	0.995267411013944
"6158"	"60625"	"P46779"	"Q9H5Z1"	"RPL28"	"DHX35"	0.000139424145340918	0.0356971379576042	0.964163437897055
"5304"	"57683"	"P12273"	"Q9HCK1"	"PIP"	"ZDBF2"	0.00518979816072716	0.00875752020970388	0.986052681629569
"6217"	"114034"	"P62249"	"Q96GM8"	"RPS16"	"TOE1"	8.62198709977982e-10	0.0300430965122649	0.969956902625537
"6217"	"10992"	"P62249"	"Q13435"	"RPS16"	"SF3B2"	1.39253666537109e-10	0.238181706725273	0.761818293135474
"6217"	"23350"	"P62249"	"O15042-2"	"RPS16"	"U2SURP"	4.6557709217843e-32	0.12524261660805	0.87475738339195
"10284"	"51362"	"O00422"	"O60508"	"SAP18"	"CDC40"	0.0000329467729515274	0.247217283085535	0.752749770141513
"10284"	"55119"	"O00422"	"Q5VTL8-2"	"SAP18"	"PRPF38B"	0.0000191388327495148	0.00281820916984136	0.997162651997409
