filename,if_plate_id,position,sample,status,locations,antibody,ensembl_ids,gene_names
/archive/403/403_B2_2_,403,B2,2,35,"Cytosol,Nuclear speckles",HPA038166,ENSG00000152404,CWF19L2
/archive/403/403_C4_1_,403,C4,1,35,"Golgi apparatus,Nucleoplasm",HPA036890,ENSG00000095485,CWF19L1
/archive/403/403_C4_3_,403,C4,3,35,"Golgi apparatus,Nucleoplasm",HPA036890,ENSG00000095485,CWF19L1
/archive/412/412_D8_1_,412,D8,1,35,"Cytosol,Nuclear bodies",HPA037393,ENSG00000082516,GEMIN5
/archive/412/412_D8_2_,412,D8,2,35,"Cytosol,Nuclear bodies",HPA037393,ENSG00000082516,GEMIN5
/archive/412/412_F11_3_,412,F11,3,35,"Nuclear bodies,Nucleoplasm",HPA040058,ENSG00000128915,ICE2
/archive/412/412_F11_4_,412,F11,4,35,"Nuclear bodies,Nucleoplasm",HPA040058,ENSG00000128915,ICE2
/archive/418/418_H8_1_,418,H8,1,35,"Nucleoplasm,Plasma membrane",HPA039362,ENSG00000061936,SFSWAP
/archive/418/418_H8_2_,418,H8,2,35,"Nucleoplasm,Plasma membrane",HPA039362,ENSG00000061936,SFSWAP
/archive/432/432_H3_1_,432,H3,1,35,Nucleoplasm,HPA037545,ENSG00000163714,U2SURP
/archive/432/432_H3_2_,432,H3,2,35,Nucleoplasm,HPA037545,ENSG00000163714,U2SURP
