filename,if_plate_id,position,sample,status,locations,antibody,ensembl_ids,gene_names
/archive/433/433_C6_2_,433,C6,2,35,"Nuclear speckles,Nucleoli fibrillar center",HPA036554,ENSG00000145833,DDX46
/archive/433/433_C6_3_,433,C6,3,35,"Nuclear speckles,Nucleoli fibrillar center",HPA036554,ENSG00000145833,DDX46
/archive/443/443_B10_1_,443,B10,1,35,"Golgi apparatus,Micronucleus,Nucleoplasm,Vesicles",HPA038252,ENSG00000113638,TTC33
/archive/443/443_B10_2_,443,B10,2,35,"Golgi apparatus,Micronucleus,Nucleoplasm,Vesicles",HPA038252,ENSG00000113638,TTC33
/archive/443/443_C7_1_,443,C7,1,35,"Nuclear membrane,Nucleoplasm",HPA038400,ENSG00000148481,MINDY3
/archive/443/443_C7_2_,443,C7,2,35,"Nuclear membrane,Nucleoplasm",HPA038400,ENSG00000148481,MINDY3
/archive/448/448_E6_1_,448,E6,1,35,"Nucleoplasm,Plasma membrane",HPA039021,ENSG00000130783,CCDC62
/archive/448/448_E6_2_,448,E6,2,35,"Nucleoplasm,Plasma membrane",HPA039021,ENSG00000130783,CCDC62
/archive/479/479_G6_1_,479,G6,1,35,Nucleoplasm,HPA040914,ENSG00000104129,DNAJC17
/archive/479/479_G6_2_,479,G6,2,35,Nucleoplasm,HPA040914,ENSG00000104129,DNAJC17
/archive/480/480_E5_1_,480,E5,1,35,Vesicles,HPA042838,ENSG00000123154,WDR83
/archive/480/480_E5_2_,480,E5,2,35,Vesicles,HPA042838,ENSG00000123154,WDR83
/archive/492/492_B7_1_,492,B7,1,35,Cytosol,HPA041866,ENSG00000119698,PPP4R4
/archive/492/492_B7_2_,492,B7,2,35,Cytosol,HPA041866,ENSG00000119698,PPP4R4
/archive/492/492_E8_3_,492,E8,3,35,Intermediate filaments,HPA041878,ENSG00000183323,CCDC125
/archive/492/492_E8_4_,492,E8,4,35,Intermediate filaments,HPA041878,ENSG00000183323,CCDC125
/archive/493/493_H1_1_,493,H1,1,35,"Cytosol,Plasma membrane",HPA041708,ENSG00000007080,CCDC124
/archive/493/493_H1_2_,493,H1,2,35,"Cytosol,Plasma membrane",HPA041708,ENSG00000007080,CCDC124
/archive/516/516_F8_1_,516,F8,1,35,Midbody ring,HPA044185,ENSG00000180376,CCDC66
/archive/516/516_F8_2_,516,F8,2,35,Midbody ring,HPA044185,ENSG00000180376,CCDC66
/archive/529/529_E11_3_,529,E11,3,35,Vesicles,HPA043840,ENSG00000186222,BLOC1S4
/archive/529/529_E11_4_,529,E11,4,35,Vesicles,HPA043840,ENSG00000186222,BLOC1S4
/archive/530/530_B10_1_,530,B10,1,35,"Cytosol,Nucleoplasm,Plasma membrane",HPA043320,ENSG00000142039,CCDC97
/archive/530/530_B10_2_,530,B10,2,35,"Cytosol,Nucleoplasm,Plasma membrane",HPA043320,ENSG00000142039,CCDC97
/archive/534/534_D2_1_,534,D2,1,35,"Cytosol,Nucleoplasm",HPA040063,ENSG00000061936,SFSWAP
/archive/534/534_D2_2_,534,D2,2,35,"Cytosol,Nucleoplasm",HPA040063,ENSG00000061936,SFSWAP
/archive/537/537_E6_2_,537,E6,2,35,Nucleoplasm,HPA037478,ENSG00000134453,RBM17
/archive/537/537_E6_4_,537,E6,4,35,Nucleoplasm,HPA037478,ENSG00000134453,RBM17
/archive/564/564_G9_1_,564,G9,1,35,"Cytosol,Nucleoplasm",HPA028613,ENSG00000046647,GEMIN8
/archive/564/564_G9_2_,564,G9,2,35,"Cytosol,Nucleoplasm",HPA028613,ENSG00000046647,GEMIN8
/archive/565/565_F1_1_,565,F1,1,35,Nuclear speckles,HPA045622,ENSG00000131876,SNRPA1
/archive/565/565_F1_2_,565,F1,2,35,Nuclear speckles,HPA045622,ENSG00000131876,SNRPA1
/archive/566/566_E1_1_,566,E1,1,35,Nuclear speckles,HPA045028,ENSG00000087365,SF3B2
/archive/566/566_E1_2_,566,E1,2,35,Nuclear speckles,HPA045028,ENSG00000087365,SF3B2
/archive/573/573_B7_3_,573,B7,3,35,Cytosol,HPA047027,"ENSG00000122824,ENSG00000173598,ENSG00000177144,ENSG00000196368,ENSG00000270800,ENSG00000272325","NUDT10,NUDT11,NUDT3,NUDT4,NUDT4B,RPS10-NUDT3"
/archive/573/573_B7_4_,573,B7,4,35,Cytosol,HPA047027,"ENSG00000122824,ENSG00000173598,ENSG00000177144,ENSG00000196368,ENSG00000270800,ENSG00000272325","NUDT10,NUDT11,NUDT3,NUDT4,NUDT4B,RPS10-NUDT3"
/archive/573/573_H11_4_,573,H11,4,35,Cytosol,HPA046936,ENSG00000182749,PAQR7
/archive/573/573_H11_5_,573,H11,5,35,Cytosol,HPA046936,ENSG00000182749,PAQR7
/archive/574/574_B10_2_,574,B10,2,35,Vesicles,HPA042629,ENSG00000123154,WDR83
/archive/574/574_B10_4_,574,B10,4,35,Vesicles,HPA042629,ENSG00000123154,WDR83
/archive/575/575_C7_1_,575,C7,1,35,"Nucleoli fibrillar center,Nucleoplasm",HPA045052,ENSG00000164366,CCDC127
